cluster_id,text,post_id,num_posts
post_cluster_1403,Not feeling good,"['njem7v', '8mbi7l', 'featih']",3
post_cluster_1404,Who would you pick?,"['m3vr05', 'nj8raa', '8a8h2s']",3
post_cluster_1405,Dealing with Imposter Syndrome,"['niabkf', 'a3qslo', 'hkip6t']",3
post_cluster_1406,What’s the best birthday you’ve ever had?,"['netf4l', 'h7r8zz', 'fjz8ad']",3
post_cluster_1407,It just might make someone’s day.,"['nco3wp', 'id4a2p', 'fp1oyk']",3
post_cluster_1408,Love you,"['naegjq', 'lbnv8v', 'eu4p5j']",3
post_cluster_1409,I feel restless.,"['n9aib2', 'cjjvxy', '7yur6x']",3
post_cluster_1410,I really miss hugs,"['n1s5il', 'j8xpmz', 'g9hgcx']",3
post_cluster_1411,Does anyone else hate staying up late?,"['mva1z2', '9ydkie', '8kyh9p']",3
post_cluster_1412,My sister tried to kill herself,"['mtr6om', 'cmmkph', '8hg9xr']",3
post_cluster_1413,I don't feel my age,"['mtl8tq', 'fdwsr6', 'eant2n']",3
post_cluster_1414,I love America.,"['msqbzb', 'a8ef5r', '8zihvn']",3
post_cluster_1415,Making friends in the age of covid?,"['mjn5b9', 'ig2jbk', 'ft1poz']",3
post_cluster_1416,Tell me about your life,"['mj9v5n', '92ap70', '6pvcgn']",3
post_cluster_1417,Practicing English,"['miykhx', 'f2f9jd', 'e19vd1']",3
post_cluster_1418,I just really want online friends,"['mivnu0', '7mcjqz', '9j0pqm']",3
post_cluster_1419,Wrote a poem about my feelings,"['m5bmm1', '76wo95', '5oexgw']",3
post_cluster_1420,Does it seem like i crossed a line?,"['m39zll', 'fl4l1m', '6rpbjg']",3
post_cluster_1421,I met someone really nice,"['m39lim', 'bheh2j', 'jgrzjy']",3
post_cluster_1422,I didn't cry today,"['m37hjb', 'o0am75', 'cwfiug']",3
post_cluster_1423,Bought my very first stocks today!,"['m1burt', '9khkcx', '7liudf']",3
post_cluster_1424,Would you go anywhere ?,"['lt5zxb', '69baou', '7hsruo']",3
post_cluster_1425,I need company.,"['lsmzj5', '9iapbl', '9e97mq']",3
post_cluster_1426,What Would You Have Done?,"['84yg83', 'lril6n', 'dkpos6']",3
post_cluster_1427,I’m struggling,"['lol5ht', 'is3yfu', 'f8x0s3']",3
post_cluster_1428,I can't pay rent this month.,"['lle8kf', 'equ339', 'e4kb4t']",3
post_cluster_1429,So today I brought home Taco Bell for lunch.,"['ljuain', 'hit:6379_conv:12758_uttr:1', 'iaz9k4']",3
post_cluster_1430,I think I overcame my depression,"['liu7xv', 'igs7xm', '7qm48u']",3
post_cluster_1431,I wish things were different,"['lis9zn', '8uhb8r', 'gnz0o4']",3
post_cluster_1432,Growing as a person,"['lh8ufy', 'bqpygo', '8l4k4e']",3
post_cluster_1433,I finally hit my goal for working out.,"['lg8ewj', 'o9l226', '6mav2l']",3
post_cluster_1434,Finally deactivated my twitter account,"['lboys3', 'ay8ntx', 'k2fmq5']",3
post_cluster_1435,I’m thinking about going by a different name,"['laon55', 'i8sl9m', 'j7p88y']",3
post_cluster_1436,"I loveeeee hugs, I’m a hugger.","['lamaas', 'hhvnyb', 'ce5rtw']",3
post_cluster_1437,what are you thinking?!,"['l9jtqx', 'l963v5', '6wdqrb']",3
post_cluster_1438,Should I go back to study?,"['l7mg3n', 'ed10sh', '8gfwav']",3
post_cluster_1439,I feel like I'm in limbo,"['l2hcqc', '6ru5kk', 'fo6vh9']",3
post_cluster_1440,I miss live music.,"['l1zuqo', 'k04vxw', 'g6cmfo']",3
post_cluster_1441,The past few years went by super fast.,"['l0yjgp', 'jivujc', 'o4j2ro']",3
post_cluster_1442,I shot my first gun,"['l0rmjj', 'gnodod', 'b9yx79']",3
post_cluster_1443,I just recovered from a migraine.,"['l0rjza', 'j7qeog', '7p4qbn']",3
post_cluster_1444,I lost the ability to taste anything sweet today.,"['l0438x', '8w79sx', '5m3rzu']",3
post_cluster_1445,How do I gain weight?,"['kzmm0e', '6b4lfx', 'bh3lbh']",3
post_cluster_1446,Anyone else feel like they peaked in middle school?,"['km9vd6', 'bw4gxw', '8d6xoy']",3
post_cluster_1447,What are you doing for fun during the pandemic?,"['klzgcu', 'i3diem', 'go0b3i']",3
post_cluster_1448,I need therapy,"['klhzl3', 'fjwn76', '5pmmxs']",3
post_cluster_1449,Which one do you use the most?,"['kkh2cn', 'gqhgkg', 'gpwwyd']",3
post_cluster_1450,My wife and I got married in April.,"['kjunib', '9dnjyn', 'hyj0ec']",3
post_cluster_1451,I freakin' love wrapping holiday gifts!,"['ke9pwp', '76qgxj', 'a2gd5b']",3
post_cluster_1452,Just got out of my 3rd psych ward,"['kddcwt', 'gt6jba', '5t1xcx']",3
post_cluster_1453,I accomplished my goal for today!,"['kbdiuq', '5x15g8', '73o4dc']",3
post_cluster_1454,How do you celebrate Christmas in your country?,"['kaypic', 'eeycnw', 'a9amf0']",3
post_cluster_1455,I quit caffeine today,"['kam0yg', 'm50moh', 'dogup8']",3
post_cluster_1456,Life goes on.,"['ebp78e', '9h3ysm', 'ka6z8n']",3
post_cluster_1457,Where do I even begin?,"['ka4snn', '8umh4t', '7mpg3h']",3
post_cluster_1458,Who wants an award?,"['k94x7d', 'jlb40o', 'oyip62']",3
post_cluster_1459,I don’t know what is wrong with me,"['k7oom1', 'eb5v3c', 'ctgdj2']",3
post_cluster_1460,I feel like I’ve reached my breaking point,"['k72dye', 'h9anz5', 'b5h5s8']",3
post_cluster_1461,Don’t know where I’m going,"['k2zekg', 'j6d6nm', 'bxegd7']",3
post_cluster_1462,Ive read 40 books this year,"['k2ysg1', 'j40j8t', '6ufajb']",3
post_cluster_1463,I’ve decided to take the leap!,"['k2wp1s', 'fcqtj2', '6hqwz3']",3
post_cluster_1464,Do you too feel always exhausted?,"['k2bsip', 'h012xv', '90c900']",3
post_cluster_1465,I love her so much.,"['k286co', 'jgo8ai', 'covo96']",3
post_cluster_1466,I really do love the holidays.,"['k1va36', '7lk1ad', 'hit:11805_conv:23611_uttr:1']",3
post_cluster_1467,I hope you things get better for all of you,"['k1o8yx', 'i6dnfj', 'g441eo']",3
post_cluster_1468,Share good things!,"['k13zff', '8vegh1', '79ftf7']",3
post_cluster_1469,I have never wanted to have kids.,"['jycxkz', 'f67qov', '9yqxo3']",3
post_cluster_1470,How does someone learn to draw,"['jxt1ao', 'f76cxb', 'gn0y32']",3
post_cluster_1471,i’m seeing my sister today!!!!,"['jxpqyh', 'ia86fv', '8d4682']",3
post_cluster_1472,I’m having the best birthday of my life,"['jxi0pc', '9en2sh', 'bchpj8']",3
post_cluster_1473,Keep me awake,"['jw6cft', 'jcob5y', '8wxx99']",3
post_cluster_1474,I was really wondering if anyone else felt like this,"['juy7ge', 'a3ervb', 'j96uvd']",3
post_cluster_1475,Do you guys separate the art from the artist?,"['jua153', 'jgvrwo', 'fjlhry']",3
post_cluster_1476,Need some hope,"['ju6fhb', '5wtzsu', 'ibkvaq']",3
post_cluster_1477,I think I might be an alcoholic,"['jt401b', 'pvxqbx', 'gtvnih']",3
post_cluster_1478,I met someone,"['9nqn4n', 'jsbka3', 'beei4n']",3
post_cluster_1479,Just made supervisor at my job!,"['jrypgo', 'b0boa9', 'lnx3ov']",3
post_cluster_1480,I’m so embarrassed,"['jqse88', '7t1vbp', 'qdakhk']",3
post_cluster_1481,My Parents are Fighting.,"['jo5hl3', '6fh9mk', '7v814x']",3
post_cluster_1482,I could use some reassurance,"['jjt4ts', '6wvuhz', '5trwnf']",3
post_cluster_1483,I just locked myself out of my house.,"['ji2tn7', '8o1gad', '8t17gf']",3
post_cluster_1484,How do you help a friend struggling with depression?,"['ji2p6p', '91aeie', 'ief7nx']",3
post_cluster_1485,I talked to people today!!,"['jhicfj', 'd5mqkn', 'ofn0kd']",3
post_cluster_1486,I really want a best friend,"['jh818t', '5zlle5', '8k4s78']",3
post_cluster_1487,I cried during my sleep tonight.,"['jftsny', 'd5li4c', 'hit:6574_conv:13148_uttr:1']",3
post_cluster_1488,I need an excuse!,"['jdkhfj', 'fvkyju', 'd495xe']",3
post_cluster_1489,What music best describes your inner self ?,"['icy7ed', 'jdgl6b', 'grktlr']",3
post_cluster_1490,I made my 1st omelet,"['jcnydz', 'hxbn1f', 'ckf76u']",3
post_cluster_1491,Should I go to this birthday party?,"['j9f7r7', '8dx4fe', '8fb73r']",3
post_cluster_1492,I want to die,"['j8t13c', 'cwhci2', 'exxqd5']",3
post_cluster_1493,I'm having an identity crisis,"['j73jrx', '7ciloh', '6ymb2n']",3
post_cluster_1494,I'm becoming old,"['j40ah0', 'lxzhwf', 'e6z802']",3
post_cluster_1495,Tell me what you want,"['j3eeb0', '6wv0f5', '7hzl28']",3
post_cluster_1496,I’m planning my birthday,"['j2efhr', '5mb3xa', '9jq2m5']",3
post_cluster_1497,Small things can make such a difference!,"['j21wwf', '70ojjv', 'f6y27x']",3
post_cluster_1498,Let's Talk about You!,"['izyv1l', '9yjqmx', '7mk4cz']",3
post_cluster_1499,Im done,"['izmy0p', 'cho4jh', '8v5nk4']",3
post_cluster_1500,40/M Looking For Good Conversations.,"['ivgv7t', 'hmjkgn', '8tjgs7']",3
post_cluster_1501,Anyone else been having intense dreams lately?,"['ipo3n9', 'g032nh', 'hda86a']",3
post_cluster_1502,How do you deal with bad days?,"['ip5g24', '9np6oo', '87yndu']",3
post_cluster_1503,Does anyone still sleep with their childhood stuffed animal?,"['io7ber', '6sctby', 'bhv718']",3
post_cluster_1504,Would you rather,"['6wgswe', 'inyu68', 'ic04cw']",3
post_cluster_1505,I don’t recognize myself anymore,"['infy39', 'q8rjob', 'dktuy7']",3
post_cluster_1506,I actually want to live!!,"['ilsohj', 'ig980a', 'b9yc86']",3
post_cluster_1507,Getting over a lost friendship,"['ilg38n', '7uzyo9', 'c2jvrn']",3
post_cluster_1508,My cat returned home!,"['ikv2ez', 'fgid5l', 'drf1wj']",3
post_cluster_1509,Losing motivation.,"['ik62r6', 'gksuqr', 'klyujj']",3
post_cluster_1510,I got stung by a bee for the first time,"['igsnc0', '9f3g58', '74ditf']",3
post_cluster_1511,Making friends during quarantine?,"['igpjpz', 'fumykz', 'fuahfq']",3
post_cluster_1512,Can anyone help me practice?,"['ifynv9', '8pmg2p', 'akjc25']",3
post_cluster_1513,I can't wait to begin with college,"['ifx8jm', '99ii9j', 'dyms6w']",3
post_cluster_1514,I want to talk about this girl that I like,"['ifele6', 'i1m0df', 'juwlw8']",3
post_cluster_1515,I seriously feel like I'm losing my mind.,"['idi13g', 'dtfgfm', '93go7r']",3
post_cluster_1516,I quit my job and I feel guilty,"['id9g5j', 'oawene', 'ft2g8d']",3
post_cluster_1517,I just applied to four jobs!,"['icsy6x', 'gyj5it', '75z5de']",3
post_cluster_1518,I found a therapist!,"['icjafn', 'epfni5', '8lt14l']",3
post_cluster_1519,I wrote a book,"['ibh9gi', 'e58dfl', 'fg852z']",3
post_cluster_1520,My favourite co-worker is leaving,"['ibfrbm', 'cve6w7', 'omqp3v']",3
post_cluster_1521,Take care!,"['c19yz5', 'acoiqx', 'ibd7pa']",3
post_cluster_1522,Pay attention to the little things,"['ib4s0g', 'a13pk7', '8866kw']",3
post_cluster_1523,I'm sitting outside listening to a storm,"['i7z0qf', 'f5yr5f', '972elt']",3
post_cluster_1524,"My ""best friend"" betrayed me completely","['i7ut4l', 'd9h5aw', 'f3rq3a']",3
post_cluster_1525,I think I might be being stalked,"['i7kpvt', '8e0wg4', '8390tp']",3
post_cluster_1526,I passed Calculus 2!!,"['i6ptp7', 'bkuaxf', '9pmwrg']",3
post_cluster_1527,Just saw something cute,"['i5j11n', 'dxnn3t', 'ev6s3k']",3
post_cluster_1528,I hit my savings goal!,"['i54ux9', 'a3mlqd', 'ajvzr9']",3
post_cluster_1529,I need help writing a resume/CV,"['i4yvae', '8b7ekk', '6ugpq4']",3
post_cluster_1530,Do you ever wonder...,"['i4riyq', '8pcpu2', 'e6awar']",3
post_cluster_1531,I fell in love.,"['i4o2w8', 'fku1nj', 'e6y5fi']",3
post_cluster_1532,We Need A Break,"['i3yyvd', 'ar5nz3', 'ewx9pr']",3
post_cluster_1533,I almost got struck by lightning today,"['i127xq', 'hyjaww', '92fm5c']",3
post_cluster_1534,I struggle taking compliments well,"['hzqdii', '5m4wm1', 'eqxkku']",3
post_cluster_1535,I love having my birthday,"['hzq6va', 'iyo4yw', '8ex7hd']",3
post_cluster_1536,It’s okay,"['hzdaw0', 'c4qt53', 'aedq4o']",3
post_cluster_1537,How do you stay positive at work?,"['7lwq7l', 'hykbnu', '63e4lf']",3
post_cluster_1538,My grandmother just tested positive for COVID 19.,"['hwrebm', 'g7rupl', 'k42btd']",3
post_cluster_1539,I don't like being alone anymore,"['hwktq1', 'b1obyb', 'do0tma']",3
post_cluster_1540,Losing Weight,"['arij9n', 'hrur22', 'g2q5yg']",3
post_cluster_1541,Growing old..,"['hqovny', 'co5p8i', 'cvor4m']",3
post_cluster_1542,I wish they brought vine back,"['hpn3nt', 'anyqu4', '6lcptr']",3
post_cluster_1543,My dad ended his life exactly 1 year ago,"['ho7crq', 'hit:7215_conv:14431_uttr:1', 'hit:7102_conv:14204_uttr:1']",3
post_cluster_1544,I just made some internet friends.,"['hmk6j7', 'kgpqp2', '7s4x8p']",3
post_cluster_1545,Thank You.,"['6qcy2e', 'hmecu5', 'duvgl8']",3
post_cluster_1546,i finally found a job after graduation!,"['hkydke', 'dftoce', 'hg4zma']",3
post_cluster_1547,Just broke up..,"['hec8k3', '8n1dhi', 'a3yrq9']",3
post_cluster_1548,How do i accept that I'm ugly?,"['he4xn4', 'g5op6o', 'cr0ys1']",3
post_cluster_1549,Let's talk anime!,"['hdhes0', 'cuef26', '6fmp7u']",3
post_cluster_1550,I’m totally frustrated,"['hal6in', '9r1uaq', 'kbdzw1']",3
post_cluster_1551,We don’t deserve dogs.,"['h9b94m', 'h9oq3p', 'bulmtb']",3
post_cluster_1552,I feel defeated,"['h8201j', 'k4uzvx', 'dg2kc2']",3
post_cluster_1553,wednesday means we're halfway home!,"['d9352l', 'h0b7gy', '7jjiz8']",3
post_cluster_1554,I finally filed my taxes!,"['gzuuil', 'awpdql', '5zw88j']",3
post_cluster_1555,I love rats.,"['gz4509', 'fmey87', 'ew4j8y']",3
post_cluster_1556,How do you guys make cereal,"['gyrlel', 'cqsenf', '9j6wje']",3
post_cluster_1557,Doing the right thing sucks sometimes,"['gwue1j', '77j1fv', '9vvru0']",3
post_cluster_1558,Today I just realized that I actually felt happy.,"['gwl4az', 'lgoox9', 'm5uqrr']",3
post_cluster_1559,Wanna start a band?,"['gskc64', '6m8jxv', '6wl1yg']",3
post_cluster_1560,I finally feel ok about my body.,"['greja7', 'df4cr0', 'fj0yk7']",3
post_cluster_1561,"Got my first ""big"" client this week!","['gobkpe', 'epp86m', 'antd64']",3
post_cluster_1562,I am going stir crazy.,"['gmd0wb', '5vy7i4', 'fqxdxb']",3
post_cluster_1563,Do you guys believe in real-life karma?,"['glrlz7', 'fkvat7', '9lb9me']",3
post_cluster_1564,Whats some of your customer care horror stories?,"['gll584', '7q7lro', '8s4g28']",3
post_cluster_1565,Starting life over,"['gkjms2', '909182', '7n0i79']",3
post_cluster_1566,I would love to hear,"['gkcp1t', 'becfi5', '96fisb']",3
post_cluster_1567,I’m nervous AF.,"['gk4aly', '8wu9lh', '8kaajx']",3
post_cluster_1568,What sport do you play?,"['giwnee', '95yqoi', '6dpgq1']",3
post_cluster_1569,Does anyone else find it difficult to cry?,"['gipr7v', '9gdjww', 'cxb8vt']",3
post_cluster_1570,Have you ever been cheated?,"['gifuhu', '7r8tkm', '76gowm']",3
post_cluster_1571,Reconnecting with a friend,"['ghfdgv', '6jqxgj', '709yw5']",3
post_cluster_1572,I'm having surgery tomorrow and I'm terrified,"['ghf5q7', 'a4h62x', '6thkx5']",3
post_cluster_1573,I’m applying to grad school!,"['gheo9k', '88e9yd', '7b0qcl']",3
post_cluster_1574,I don't like alcohol,"['ggaksp', '6xstut', 'bab18r']",3
post_cluster_1575,I want to help people.,"['gfke5k', '66lohs', 'aeg3w7']",3
post_cluster_1576,So incredibly stressed,"['gf4om5', '8jcnhk', '7j5989']",3
post_cluster_1577,I won,"['gf185d', 'g49tzs', 'hit:5858_conv:11717_uttr:1']",3
post_cluster_1578,I can't believe I used to hate PB&J,"['geu065', 'fbm8ar', '9k49ar']",3
post_cluster_1579,Which yearbook quote should I pick?,"['gcrlp5', 'czeo5s', 'bcfnnm']",3
post_cluster_1580,I’m going to be a lawyer,"['gbm6rs', 'dfv6z5', '855u6r']",3
post_cluster_1581,This past week I've been feeling off...,"['gbcefz', 'fkrjog', '9spsu6']",3
post_cluster_1582,Which feelings do you associate with feeling peace?,"['gbanli', '5qlcnf', 'haal0k']",3
post_cluster_1583,I think I need help,"['7zjdci', 'garfnu', '7i3j9u']",3
post_cluster_1584,A Bird flew into my window today!,"['g9wqff', 'hit:7195_conv:14391_uttr:1', 'hit:9390_conv:18781_uttr:1']",3
post_cluster_1585,Haven't touched alcohol in weeks.,"['g9klrm', 'hit:9057_conv:18115_uttr:1', 'f2kx3z']",3
post_cluster_1586,Just made cookies,"['g92ove', '6ko0au', 'qi65p3']",3
post_cluster_1587,Any weird celebrity crushes?,"['g8rqnd', '5v9cjr', '6rw3q6']",3
post_cluster_1588,It is raining here,"['g8czca', 'bqf40a', 'f1ltvs']",3
post_cluster_1589,I really miss that.,"['g7skhm', '7tyr60', 'aezo67']",3
post_cluster_1590,Black coffee is fucking amazing,"['g788xm', '5w1l8r', '7c308r']",3
post_cluster_1591,I went for a walk today,"['g6yqsl', 'fx1xze', '6ahjoi']",3
post_cluster_1592,I just fell down a rabbit hole.,"['g6ln5l', '6l4jt2', 'j3lqrb']",3
post_cluster_1593,I might lose my job,"['g5q260', '6a64eg', 'ccpenh']",3
post_cluster_1594,Anyone wanna talk about uplifting stuff?,"['g591um', '6cd6eg', '6e3ssx']",3
post_cluster_1595,I applied to be a Vet Tech today!,"['g4z9cl', 'a3fqti', 'am9ii8']",3
post_cluster_1596,I just met with my father after 3 years.,"['g4dr6p', 'mwoph6', '8jcdwu']",3
post_cluster_1597,I`m worried about my friend,"['g49etq', 'e0tpb1', 'dd1ap5']",3
post_cluster_1598,My best friend came out as gay,"['g3u8jj', '9asbfl', '5q59mm']",3
post_cluster_1599,Feeling guilty about something small.,"['g3b6gd', '62ywcm', '8ldqkp']",3
post_cluster_1600,Quarantine has made me realize I have no friends,"['g3380r', 'fv8kcd', 'nc1vo6']",3
post_cluster_1601,How do I find a real friend?,"['g2rfx6', 'dp1xeo', 'r11z71']",3
post_cluster_1602,Help me settle an argument,"['g0vaoa', '9mkuyr', '5xnjpj']",3
post_cluster_1603,Did it go well or okayish?,"['g04oq0', 'cze0gk', '6c3nzd']",3
post_cluster_1604,Sometimes I wish I was born a decade earlier.,"['fzmv6q', '8wf40s', 'azcfi5']",3
post_cluster_1605,Stay home people.,"['fx1xg2', 'flzy6n', 'ftgb4d']",3
post_cluster_1606,Is anyone else getting more motivated?,"['fww7mt', 'dogqtc', '8bc866']",3
post_cluster_1607,How can i learn to say no?,"['fwlq12', 'f8116p', 'fhx2ea']",3
post_cluster_1608,Just got my ACT score back,"['fwdtup', '8ekbe8', '66ejxw']",3
post_cluster_1609,Easter is quickly approaching!,"['fwafpy', '7zp280', '88miqg']",3
post_cluster_1610,Do you like being inside your own mind?,"['fvrgbn', 'fvrg3d', 'fvrg8a']",3
post_cluster_1611,What makes you really sad?,"['fukrej', '7qf3v0', '7jh01g']",3
post_cluster_1612,Winter makes me sadder.,"['fuiea2', '7psqjq', 'a3woco']",3
post_cluster_1613,I couldn't sleep.,"['fuds8b', 'bt1p9l', 'ick33z']",3
post_cluster_1614,Anyone got a recommendation?,"['fuc132', '6toasl', '93p1tv']",3
post_cluster_1615,What have you won?,"['5rcpgg', 'fu91ax', '6rqs5f']",3
post_cluster_1616,Can’t sleep head full of thoughts,"['ftjk2e', 'hqb93i', '6tvr4v']",3
post_cluster_1617,I think,"['ftcuev', 'bpa97s', '9nzx3p']",3
post_cluster_1618,It finally happened.,"['ac63ex', 'fsp6bf', '7e9ct5']",3
post_cluster_1619,I love video games.,"['fsn0u6', '8qwemh', 'puw8ar']",3
post_cluster_1620,I went out of the house today,"['fqbdsf', 'i5adj9', '9l8645']",3
post_cluster_1621,Can't stand working,"['fpnr8v', 'lh2vl2', 'pbj3zp']",3
post_cluster_1622,MAKING A KNIFE,"['fpfwd8', 'fpfpym', 'fpfnq7']",3
post_cluster_1623,I'm going crazy.,"['fpfw6z', '6qhg2a', 'bawreu']",3
post_cluster_1624,I want a girlfriend.,"['fok9xm', 'crmcgi', '6ewv6n']",3
post_cluster_1625,Getting my hair cut and dyed tomorrow,"['fnl5an', '9of6sq', '7p0x69']",3
post_cluster_1626,I want to go back to school,"['f48vzg', 'fnl48x', 'ckg31l']",3
post_cluster_1627,My best friend and I are drifting apart.,"['fncnw1', '6o3en1', '5sr8ll']",3
post_cluster_1628,What word disgusts you ?,"['fn32f2', '6yembk', '8xe3oe']",3
post_cluster_1629,I’ll need some good recommendations please.,"['fmwvq1', '8mxch0', '7vupoe']",3
post_cluster_1630,I just buzzed my head and feels really good!,"['fmszca', '68jxlf', 'fqug0v']",3
post_cluster_1631,I’m in love,"['fl3c0l', 'icxwny', 'p34sc1']",3
post_cluster_1632,Social distancing is getting to me,"['fkv50h', 'firrl2', 'grvpsi']",3
post_cluster_1633,I fall in love too easily.,"['8htjp0', 'fkuw57', '6bk7hn']",3
post_cluster_1634,I just started my first video game :),"['fkp90h', 'av3exd', 'el0hg7']",3
post_cluster_1635,I rearranged my bedroom!,"['fjzxxx', 'cdbjj2', 'bqkknf']",3
post_cluster_1636,I started my blog,"['fjz9f9', 'd7kb4z', '6ba4b6']",3
post_cluster_1637,Share your 21st birthday stories with me!,"['fjyb58', '9c28w1', '9bxvbs']",3
post_cluster_1638,I think I'm in love with my best friend,"['fjx5q5', '9xkxnr', 'f5m9w8']",3
post_cluster_1639,My sister just came out to me,"['fjm6kw', 'o29401', '7nzsbi']",3
post_cluster_1640,My dad is getting an experimental vaccine for COVID-19,"['fjk26i', 'fj21b8', 'lp4xkt']",3
post_cluster_1641,My cake day is coming up soon,"['fixm4t', 'euq8br', '875xek']",3
post_cluster_1642,Lately I feel pretty useless and bored,"['fie9k1', 'dt3v3i', '6h5ool']",3
post_cluster_1643,Everyone cancelled for my birthday and now I’m sad,"['fidrpp', 'aadmqc', 'fmeri1']",3
post_cluster_1644,I love my son!,"['fgirrr', '98qamn', '713lts']",3
post_cluster_1645,To drink or not to drink,"['fgd2q5', '96fw0s', '6q8xyb']",3
post_cluster_1646,How do you spend your sick days?,"['ffvk7w', '89riri', 'eplf8r']",3
post_cluster_1647,Debating about just leaving school,"['ffumnk', '7zksvd', '7fif6g']",3
post_cluster_1648,I’m making a band,"['feqkvz', '6ezai5', '8gd1dz']",3
post_cluster_1649,I absolutely love food.,"['fe86qj', 'aoxjcb', '86xpx7']",3
