id,summarized,text,length
hit:5147_conv:10295_uttr:2,0,She must have a golden heart,6
hit:5149_conv:10298_uttr:2,0,Do you guys still keep in touch with video chats and phone calls?,14
hit:5150_conv:10300_uttr:2,0,"Oh no, what happened?",6
hit:5151_conv:10302_uttr:2,1,congratulations!,2
hit:5151_conv:10303_uttr:2,1,That is bad.,4
hit:5152_conv:10304_uttr:2,0,how was the game!,5
hit:5154_conv:10308_uttr:2,0,I do as well,4
hit:5154_conv:10309_uttr:2,0,Is he doing better?,5
hit:5155_conv:10310_uttr:2,0,That is sweet and sentimental.,6
hit:5155_conv:10311_uttr:2,0,Was it a birthday party?,6
hit:5156_conv:10312_uttr:2,1,"Oh man, I forgot about Cracker Jacks.",9
hit:5156_conv:10313_uttr:2,0,"Oh no, that must have ruined the round!",10
hit:5157_conv:10314_uttr:2,0,I am hoping as well,5
hit:5158_conv:10317_uttr:2,1,"Oh no, that classic prank!",7
hit:5159_conv:10319_uttr:2,1,"It's good that your confident, that's key!",11
hit:5160_conv:10321_uttr:2,0,"Making new friends can be tough, is there anyone at work you bond with?",16
hit:5161_conv:10322_uttr:2,0,"That is amazing, Is there a certain reason she cant swim, she just never learned?",19
hit:5161_conv:10323_uttr:2,0,That must've been terrifying in your dream.,9
hit:5162_conv:10324_uttr:2,0,did you pass?,4
hit:5164_conv:10328_uttr:2,0,"I'm so sorry, are you okay?",9
hit:5164_conv:10329_uttr:2,0,I did see that,4
hit:5166_conv:10333_uttr:2,0,"that is such a bomber, will you still be able to go on your trip?",17
hit:5167_conv:10334_uttr:2,0,"Oh no, I'm sorry to hear that.",10
hit:5167_conv:10335_uttr:2,1,I have always hated group work.,7
hit:5168_conv:10337_uttr:2,1,I thought they were not supposed to be allowed to call anymore.,13
hit:5169_conv:10338_uttr:2,0,im sorry to hear that.. old age?,10
hit:5171_conv:10342_uttr:2,0,Were you scared,3
hit:5172_conv:10344_uttr:2,1,Gee that's sucks.,5
hit:5174_conv:10348_uttr:2,0,What game was it?,5
hit:5174_conv:10349_uttr:2,0,That was nice of them,5
hit:5175_conv:10351_uttr:2,0,"That's really rude of them, I guess no one taught them manners.",15
hit:5177_conv:10355_uttr:2,1,Wow thats super exciting.,6
hit:5180_conv:10360_uttr:2,0,"Oh man, how come?",6
hit:5181_conv:10362_uttr:2,0,I hear they are good,5
hit:5181_conv:10363_uttr:2,0,What did your brother do?,6
hit:5182_conv:10364_uttr:2,1,Wow that's nice.,5
hit:5182_conv:10365_uttr:2,1,Your roommate is awesome.,5
hit:5185_conv:10370_uttr:2,1,I hate when that happens.,6
hit:5185_conv:10371_uttr:2,0,"Oh man, I should do that, too.",10
hit:5188_conv:10376_uttr:2,0,I would love that car,5
hit:5189_conv:10379_uttr:2,1,I feel my skin jump a bit when I see how much people spend on one day,17
hit:5190_conv:10380_uttr:2,0,"Oh, how do you feel about that?",9
hit:5190_conv:10381_uttr:2,0,How did they feel about that?,7
hit:5191_conv:10382_uttr:2,1,That is such a noble thing to do.,9
hit:5192_conv:10385_uttr:2,0,That's awesome that your dad helped you out with math.,12
hit:5195_conv:10390_uttr:2,0,Well I hope that it turns out well!,9
hit:5195_conv:10391_uttr:2,1,Sounds like you have a wonderful boss.,8
hit:5196_conv:10392_uttr:2,0,Its just a boat,4
hit:5197_conv:10395_uttr:2,1,How did it come out?,6
hit:5198_conv:10396_uttr:2,0,I am with you on that one,7
hit:5199_conv:10398_uttr:2,0,"You need to induldge every once and awhile, right?",11
hit:5200_conv:10400_uttr:2,1,oh yea?,3
hit:5200_conv:10401_uttr:2,1,I love dogs.,4
hit:5202_conv:10404_uttr:2,1,Almost all my family members have smoked at one point in time.,13
hit:5204_conv:10409_uttr:2,1,"I'm right there with you on the credit, mine is not too good.",16
hit:5206_conv:10412_uttr:2,0,How was it?,4
hit:5207_conv:10414_uttr:2,1,Sounds like you were well prepared for it.,9
hit:5207_conv:10415_uttr:2,1,oh thats nice.,5
hit:5208_conv:10416_uttr:2,1,That sounds fun!,4
hit:5208_conv:10417_uttr:2,1,Wow.,2
hit:5209_conv:10418_uttr:2,1,it is great when a schedule works out.,9
hit:5210_conv:10420_uttr:2,0,I am sure it will,5
hit:5210_conv:10421_uttr:2,1,Maybe there's a next time?,7
hit:5212_conv:10424_uttr:2,0,Why is that,3
hit:5213_conv:10426_uttr:2,0,maybe you should try making some again,7
hit:5215_conv:10431_uttr:2,0,Is it a pretty decent raise?,7
hit:5216_conv:10433_uttr:2,0,who won,2
hit:5217_conv:10434_uttr:2,1,i think ive heard the name before maybe.,10
hit:5217_conv:10435_uttr:2,1,Oh god.,3
hit:5218_conv:10437_uttr:2,0,Cool congrats I can never win those,7
hit:5219_conv:10438_uttr:2,0,Why is that,3
hit:5219_conv:10439_uttr:2,0,That is the story of my life.,8
hit:5220_conv:10440_uttr:2,1,Gotta hate weather like that when you're trying to get somewhere.,14
hit:5221_conv:10443_uttr:2,0,"hopefully you do, and remember the movie trailers and commercials take a while before the actual movie plays",19
hit:5223_conv:10446_uttr:2,0,they must be a really good resturaunt,7
hit:5224_conv:10448_uttr:2,0,Did you end up going out?,7
hit:5224_conv:10449_uttr:2,0,That sounds so gross,4
hit:5226_conv:10452_uttr:2,1,That sounds exciting!,4
hit:5227_conv:10454_uttr:2,1,Wow.,2
hit:5227_conv:10455_uttr:2,0,"That is awesome, normally it is the opposite!",10
hit:5228_conv:10456_uttr:2,1,Good luck!,3
hit:5228_conv:10457_uttr:2,0,"I'm eating some pepperoni pizza as I'm typing this.. washing it down with some beer, my kind of Tuesday night",24
hit:5229_conv:10458_uttr:2,0,Was the dog okay,4
hit:5229_conv:10459_uttr:2,0,did they?,3
hit:5230_conv:10461_uttr:2,0,I agree!,3
hit:5231_conv:10462_uttr:2,0,"Reminds me of when I was younger, but I always acted like I liked it to make her happy.",21
hit:5233_conv:10466_uttr:2,0,What happened?,3
hit:5234_conv:10468_uttr:2,1,That is the way to go!,7
hit:5234_conv:10469_uttr:2,0,That is crazy,3
hit:5235_conv:10470_uttr:2,0,That's some dedication!,5
hit:5235_conv:10471_uttr:2,0,I would have cried for multiple days!,8
hit:5236_conv:10473_uttr:2,0,I hope you do well,5
hit:5237_conv:10475_uttr:2,0,That is bad,3
hit:5238_conv:10477_uttr:2,0,where were his parents?,5
hit:5239_conv:10479_uttr:2,0,That is a good thing,5
hit:5240_conv:10480_uttr:2,1,Sounds like a disgusting experience.,6
hit:5241_conv:10483_uttr:2,0,"Ohh yeah, that sounds really good.",8
hit:5243_conv:10486_uttr:2,0,"That's rad, those are slick looking cars!",10
hit:5243_conv:10487_uttr:2,0,It is a good thing that you care.,9
hit:5246_conv:10492_uttr:2,0,Did you kick him in the shen?,8
hit:5246_conv:10493_uttr:2,0,Then what happened?,4
hit:5247_conv:10495_uttr:2,0,Did someone punch you?,5
hit:5248_conv:10496_uttr:2,0,I dont believe that,5
hit:5248_conv:10497_uttr:2,0,There is no such things as happy days,8
hit:5250_conv:10500_uttr:2,0,That's a real positive spirit!,7
hit:5253_conv:10506_uttr:2,0,what is it worth?,5
hit:5254_conv:10508_uttr:2,0,I am glad it was resolved.,7
hit:5254_conv:10509_uttr:2,1,You could look at it like a second chance.,10
hit:5256_conv:10512_uttr:2,1,Now I feel bad about talking to you.,9
hit:5257_conv:10515_uttr:2,0,Did she find out you broke your promise?,9
hit:5259_conv:10518_uttr:2,1,Sorry to hear that.,5
hit:5260_conv:10520_uttr:2,1,That sounds like a fun weekend!,7
hit:5261_conv:10522_uttr:2,0,"Oh no, poor little thing.",7
hit:5263_conv:10526_uttr:2,0,I never win and i play all the time!,10
hit:5263_conv:10527_uttr:2,0,why is that,3
hit:5264_conv:10528_uttr:2,1,awesome.,2
hit:5265_conv:10531_uttr:2,0,I would have cried for years.,7
hit:5267_conv:10535_uttr:2,1,"Hey, I wouldn't say a better man.",10
hit:5268_conv:10537_uttr:2,0,"Do you mean ""out"" of control",8
hit:5269_conv:10539_uttr:2,1,Hey that's awesome!,5
hit:5271_conv:10542_uttr:2,1,That sound like a lot of fun!,8
hit:5271_conv:10543_uttr:2,1,What console did you get?,6
hit:5272_conv:10544_uttr:2,0,oh no what did you do,6
hit:5272_conv:10545_uttr:2,1,do they eat alot.,5
hit:5273_conv:10547_uttr:2,0,Is that a good thing?,6
hit:5274_conv:10548_uttr:2,1,Ah that's difficult.,5
hit:5274_conv:10549_uttr:2,1,"Ouch, I hate it when that happens.",9
hit:5275_conv:10550_uttr:2,0,"no, facebook is the devil!",7
hit:5276_conv:10552_uttr:2,1,Yaya!,2
hit:5277_conv:10555_uttr:2,0,"Well it is natural, maybe bad food choice?",10
hit:5278_conv:10556_uttr:2,0,god it repaired ?,4
hit:5278_conv:10557_uttr:2,1,"Statistically, there's not much of a chance of ever winning.",13
hit:5279_conv:10558_uttr:2,0,It's good to always try and think positive.,10
hit:5279_conv:10559_uttr:2,1,Congrats on getting him that far!,7
hit:5280_conv:10561_uttr:2,0,why is that?,4
hit:5281_conv:10563_uttr:2,1,That sounds so sad.,5
hit:5283_conv:10566_uttr:2,0,"I've never had a friend return stuff for me, that sounds like a super caring friend",18
hit:5284_conv:10569_uttr:2,0,did it show up on time?,7
hit:5285_conv:10570_uttr:2,0,what was it?,4
hit:5285_conv:10571_uttr:2,1,I have always wanted one of those!,8
hit:5286_conv:10572_uttr:2,1,Wow that sucks!,4
hit:5286_conv:10573_uttr:2,1,Oh my thats good!,6
hit:5287_conv:10574_uttr:2,0,Are you nervous about it?,6
hit:5288_conv:10577_uttr:2,1,Nice!,2
hit:5289_conv:10579_uttr:2,1,I've been losing sleep every night recently.,9
hit:5293_conv:10586_uttr:2,1,I love it when something like that is completely under control.,12
hit:5294_conv:10588_uttr:2,1,Do you normally let him drive your car?,9
hit:5294_conv:10589_uttr:2,1,I wish i could turn time back and go back to those good old days,15
hit:5295_conv:10590_uttr:2,0,hahah did it make you a little jelous you think?,11
hit:5296_conv:10592_uttr:2,0,did it work out or still waiting to hear back?,11
hit:5296_conv:10593_uttr:2,1,Maybe you can go next year?,7
hit:5299_conv:10599_uttr:2,0,Do you mean you feel bad that you don't get to go through bad things or that you don't get to be healed?,26
hit:5300_conv:10600_uttr:2,0,What sort of diet are you on?,8
hit:5307_conv:10614_uttr:2,0,"Oh, tell me about it, please!",9
hit:5309_conv:10618_uttr:2,1,Oh nice.,3
hit:5309_conv:10619_uttr:2,0,Did something happen to you?,6
hit:5311_conv:10623_uttr:2,1,Very true.,3
hit:5316_conv:10632_uttr:2,1,Did you tell them you were thankful?,8
hit:5318_conv:10637_uttr:2,0,What was it that gave you problems?,8
hit:5319_conv:10638_uttr:2,0,Did they find out where the kid was at?,10
hit:5319_conv:10639_uttr:2,0,Was it a lot of fun?,7
hit:5321_conv:10643_uttr:2,0,That's nice that you have someone you can trust like that.,13
hit:5322_conv:10645_uttr:2,0,"Oh man, that sounds like a pain.",9
hit:5323_conv:10647_uttr:2,0,That sounds fun -but be careful if there's rough weather!,12
hit:5324_conv:10648_uttr:2,0,How was it?,4
hit:5324_conv:10649_uttr:2,0,Is he better now ?,5
hit:5325_conv:10650_uttr:2,0,I bet that was nice,5
hit:5325_conv:10651_uttr:2,0,yea that can be hard when things remind you of people,11
hit:5326_conv:10652_uttr:2,0,At least you had a lot of fun,8
hit:5326_conv:10653_uttr:2,1,It's always satisfying to see hard work pay off.,11
hit:5327_conv:10655_uttr:2,0,Did something happen to you?,6
hit:5328_conv:10656_uttr:2,0,How is it going?,5
hit:5328_conv:10657_uttr:2,1,How long have you been together ?,7
hit:5329_conv:10658_uttr:2,1,Sounds like youre feeling pretty confident.,8
hit:5329_conv:10659_uttr:2,1,Yuck.,2
hit:5330_conv:10660_uttr:2,0,That must have brought back a lot of memories,9
hit:5332_conv:10664_uttr:2,0,"poor dog , did he survive the impact ?",9
hit:5333_conv:10667_uttr:2,1,Vacations are the best.,5
hit:5335_conv:10670_uttr:2,0,Did you have any damage ?,6
hit:5335_conv:10671_uttr:2,1,That has got to feel good!,7
hit:5337_conv:10674_uttr:2,0,"These places should have them clean, because it is inevitably; these things happen",15
hit:5338_conv:10677_uttr:2,0,What concert is it ?,5
hit:5339_conv:10678_uttr:2,1,I always get nostalgic about pretty much everything.,9
hit:5340_conv:10681_uttr:2,1,Oh that's great.,5
hit:5341_conv:10682_uttr:2,1,Oh I hate people like that.,7
hit:5342_conv:10684_uttr:2,0,"sorry to hear that , try and keep busy or find a hobby eventually you will get over it, its just gonna take a bit of time",29
hit:5344_conv:10689_uttr:2,1,It always sucks feeling like you can,7
hit:5345_conv:10690_uttr:2,0,Like ever before.,4
hit:5345_conv:10691_uttr:2,0,and what happened next?,5
hit:5346_conv:10692_uttr:2,1,Im sorry!,4
hit:5346_conv:10693_uttr:2,1,Wow how unappreciative they sound.,6
hit:5348_conv:10696_uttr:2,0,How long ago has this been?,7
hit:5348_conv:10697_uttr:2,0,Does that happen often?,5
hit:5349_conv:10698_uttr:2,0,Very cool of you to take a stand on something you believe in.,14
hit:5351_conv:10702_uttr:2,0,I know what you mean,5
hit:5352_conv:10704_uttr:2,1,One small decision could make everything nowadays different for you.,11
hit:5353_conv:10706_uttr:2,0,what are you being tested for?,7
hit:5353_conv:10707_uttr:2,0,Oh yeah is it nice?,6
hit:5355_conv:10710_uttr:2,1,Congrats!,2
hit:5355_conv:10711_uttr:2,1,Congradulations.,2
hit:5357_conv:10714_uttr:2,1,ah thats sad.,5
hit:5359_conv:10718_uttr:2,1,That sounds like a lot of fun!,8
hit:5359_conv:10719_uttr:2,0,Did you find a new job or retire?,9
hit:5362_conv:10724_uttr:2,1,Congratulations!,2
hit:5363_conv:10726_uttr:2,1,Is she feeling better today?,6
hit:5363_conv:10727_uttr:2,0,Were you able to find out what it was?,10
hit:5364_conv:10728_uttr:2,0,Were you expecting them?,5
hit:5365_conv:10730_uttr:2,0,Did you have some good food?,7
hit:5366_conv:10732_uttr:2,1,Being helpless when waiting for things is the worst feeling.,11
hit:5367_conv:10734_uttr:2,1,Im really sorry.,5
hit:5367_conv:10735_uttr:2,1,Did she break anything ?,5
hit:5368_conv:10737_uttr:2,0,What happened?,3
hit:5369_conv:10738_uttr:2,1,That's good to hear.,6
hit:5371_conv:10743_uttr:2,0,Have you tried sharing it to your friends on social media?,12
hit:5372_conv:10744_uttr:2,0,How do you think you did?,7
hit:5372_conv:10745_uttr:2,1,Congrats!,2
hit:5374_conv:10748_uttr:2,1,I bet you cant wait.,7
hit:5376_conv:10752_uttr:2,0,"Just enjoy as much time as you can with them , losing loved ones is never easy",17
hit:5376_conv:10753_uttr:2,1,That's fantastic.,4
hit:5379_conv:10759_uttr:2,0,How did you hurt it?,6
hit:5380_conv:10761_uttr:2,0,You should've called the police if they didn't listen to you,13
hit:5381_conv:10762_uttr:2,0,Has it been a long time?,7
hit:5381_conv:10763_uttr:2,1,Oh well maybe she thought it was cute.,9
hit:5382_conv:10764_uttr:2,0,"That is great, do they enjoy it?",9
hit:5382_conv:10765_uttr:2,1,I bet he felt really bad about it.,9
hit:5384_conv:10769_uttr:2,0,"That's great, how did you repay her?",10
hit:5385_conv:10770_uttr:2,0,a surprise party that is awesome - did you have fun ?,12
hit:5385_conv:10771_uttr:2,1,Most people arent paid enough to care,8
hit:5387_conv:10774_uttr:2,1,Thats so impressive!,5
hit:5388_conv:10777_uttr:2,0,im sure that you will find another soon,9
hit:5389_conv:10778_uttr:2,0,What was that?,4
hit:5389_conv:10779_uttr:2,1,Theres some crazy stuff out there about it too!,11
hit:5390_conv:10780_uttr:2,0,What was it that happened to you?,8
hit:5390_conv:10781_uttr:2,0,Where are you getting lunch?,6
hit:5393_conv:10786_uttr:2,1,thats awesome.,4
hit:5396_conv:10792_uttr:2,1,I bet you're really proud of her.,9
hit:5397_conv:10795_uttr:2,0,"You need to take care of the elderly, I am sure she has cared for you your whole life",20
hit:5398_conv:10796_uttr:2,0,Have you talked to her about this ?,8
hit:5398_conv:10797_uttr:2,1,What kind of truck is it?,7
hit:5399_conv:10798_uttr:2,1,Hey!,2
hit:5400_conv:10801_uttr:2,1,Did your parents react well?,6
hit:5401_conv:10802_uttr:2,0,"Yeah, I'm taking care of her for the last few months.",14
hit:5401_conv:10803_uttr:2,0,Could you help her out once in awhile?,9
hit:5402_conv:10804_uttr:2,0,"Haha, you could have played it off as cute and clumsy and maybe they would have been into it",20
hit:5402_conv:10805_uttr:2,1,Ill keep you in mind.,6
hit:5403_conv:10806_uttr:2,0,What was it that you did to feel so courageous??,12
hit:5404_conv:10808_uttr:2,1,ha ha ha thats a good one tho!,10
hit:5404_conv:10809_uttr:2,1,Was everything okay?,4
hit:5405_conv:10810_uttr:2,0,Are you pretty bad with math?,7
hit:5408_conv:10816_uttr:2,0,"Oh my God, that's terrible.",8
hit:5409_conv:10818_uttr:2,1,That happens sometimes.,4
hit:5410_conv:10820_uttr:2,0,What are you doing now?,6
hit:5410_conv:10821_uttr:2,0,Are you serious,3
hit:5411_conv:10822_uttr:2,0,"YEs it does, take advantage of the time you have now",12
hit:5411_conv:10823_uttr:2,1,Thats awesome.,4
hit:5413_conv:10826_uttr:2,0,"Oh no, did you see who did it?",10
hit:5414_conv:10828_uttr:2,1,I attend both Sunday and Wednesday nights each week,9
hit:5415_conv:10830_uttr:2,0,Are you going to keep her?,7
hit:5415_conv:10831_uttr:2,1,What kind of project is it?,7
hit:5417_conv:10834_uttr:2,0,were they your children?,5
hit:5418_conv:10837_uttr:2,0,"Good for you, as an added bonus you are saving more money!",14
hit:5419_conv:10838_uttr:2,1,At least you finally got one!,7
hit:5419_conv:10839_uttr:2,0,"Oh no, do you have a digital backup?",10
hit:5420_conv:10840_uttr:2,1,That's pretty messed up.,6
hit:5420_conv:10841_uttr:2,0,"That is awesome, what will you spend it on?",11
hit:5421_conv:10842_uttr:2,1,Each person has their own individual path,7
hit:5422_conv:10845_uttr:2,0,i have never seen it,5
hit:5423_conv:10847_uttr:2,1,"Aw, I really sorry to hear that.",9
hit:5424_conv:10849_uttr:2,0,Nice what kind of project was it,7
hit:5426_conv:10853_uttr:2,0,waht type of game is x game?,8
hit:5427_conv:10854_uttr:2,1,I'm glad you had a nice trip.,9
hit:5427_conv:10855_uttr:2,1,Did she miss school?,5
hit:5428_conv:10857_uttr:2,1,That's cool.,4
hit:5429_conv:10858_uttr:2,0,Do you like Mexican style foods?,7
hit:5429_conv:10859_uttr:2,1,"I don't know about you, but I hate car shopping!",13
hit:5433_conv:10866_uttr:2,1,Cats are such nice companions.,6
hit:5433_conv:10867_uttr:2,1,Oh man I know how you feel.,8
hit:5434_conv:10869_uttr:2,1,We saw it when it came out.,8
hit:5435_conv:10871_uttr:2,0,And what news would that be,6
hit:5436_conv:10873_uttr:2,1,"That's awesome, congrats!",6
hit:5437_conv:10874_uttr:2,1,"Wow, that's a pretty cool hobby.",9
hit:5441_conv:10883_uttr:2,1,Did people notice?,4
hit:5442_conv:10884_uttr:2,1,Congrats!,2
hit:5443_conv:10886_uttr:2,1,You met Johnny Dep?,5
hit:5443_conv:10887_uttr:2,0,Do you think they just didn't want to pay for your retirement?,14
hit:5445_conv:10890_uttr:2,1,Well that's awful.,5
hit:5445_conv:10891_uttr:2,1,What kind of car?,5
hit:5446_conv:10892_uttr:2,1,Oh that's cool.,5
hit:5447_conv:10895_uttr:2,0,"Congrats, is your son very old or young?",10
hit:5448_conv:10896_uttr:2,1,Holy crap!,3
hit:5448_conv:10897_uttr:2,0,"Oh no, did you get hurt very badly?",10
hit:5449_conv:10898_uttr:2,1,That must be difficult.,5
hit:5451_conv:10902_uttr:2,1,I've seen the Blue Angles live,7
hit:5452_conv:10905_uttr:2,0,"Sometimes that happens when you take a break from something for too long, but with some practice you might be able to pick it back up again",28
