id,summarized,text,root,length
fuf7tf,0,I sincerely love all of you working through this pandemic,love,10
fuf0dx,0,I played minecraft,play,3
fuex0x,0,How is everyone doing with all of this sitting?,do,10
fuewsd,0,What movies should I watch?,watch,6
fue7p6,0,Disinterested in social media,disintereste,4
fuds8b,0,I couldn't sleep.,sleep,5
fud2ph,0,I made a Minecraft zoo,make,5
fud22m,1,How do you cope?,cope,5
fucv3v,1,SAT scores came out recently.,come,6
fuci9n,0,How do I improve my noodles?,improve,7
fucajf,1,why dont i like being social?,like,8
fuc132,1,Anyone got a recommendation?,get,5
fubx59,0,Self isolation makes one week feel like one continuous day,make,10
fubvzr,0,I'm absolutely obsessed with everything german.,obsess,8
fubrhf,0,Would like some help...,like,5
fubqw3,1,Just lost my job today due to covid.,lose,9
fubcyx,1,I’ve always loved wearing makeup.,love,7
fuaqye,0,I haven’t done any of my work.,do,9
fuaicw,1,Anyone else seeing the same thing?,see,7
fuahfq,0,Trying to make more online friends during quarantine,try,8
fuaeyi,0,Tell me about your nation,tell,5
fu9gj8,0,Time spending during coronavirus pandemic.,spend,6
fu91ax,0,What have you won?,win,5
fu8oi4,0,Just looking to get to know people,look,7
fu6y7r,0,Do you ever miss your old internet friends?,miss,9
fu6d3a,0,I just got accepted into my top University,accept,8
fu5ps0,0,I submitted my dissertation!,submit,5
fu5ozt,0,I wore my favourite perfume today!,wear,7
fu4cf2,0,"Please, Don't Suffer Through This Pandemic Alone",suffer,9
fu3z50,0,What Has Quarantine Made You Realize or Learn?,make,9
fu3rz9,0,Who overslept today?,oversleep,4
fu3kgo,0,What weird snack do you eat ?,eat,7
fu3c97,1,Can one forget what happiness feels like?,forget,8
fu2y0r,0,I love water,love,3
fu2uj6,1,Pls help me,help,3
fu2tz1,0,Talk to me?,talk,4
fu2rs5,0,"Does anyone else never feel truly ""free""",feel,9
fu2gr1,0,What are you doing to stay happy during quarantine?,do,10
fu22if,0,Tried any easy food or drink trends?,try,8
fu1tb5,0,Realized that I am truly a shallow person,realize,8
fu1oct,0,When the pandemic ends...,end,5
fu1cvt,0,I miss my brother.,miss,5
fu1357,0,Feel like chatting?,feel,4
fu11qu,0,How do you make new friends as an adult?,make,10
fu0t6y,0,I got my Diploma today!,get,6
fu0bs5,1,"i love music tik tok, funny convos.",love,9
fu0a6n,0,How's everyone's time in quarantine going?,go,9
fu028q,0,Does anyone just want ‘something’ to happen?,want,10
fu005r,0,Being Roasted by love ones,roast,5
ftzsou,0,Thinking of dogs,think,3
ftzmom,1,Try quarantining with 2 FEMALE teens.,try,7
ftzgal,0,Tell me your Good Samaritan stories!,tell,7
ftzc25,0,Looking for a Pen Pal,look,5
ftz67m,1,Has anyone else experienced this or similar mood limbo?,experience,10
ftz1mz,1,Anyone else feel like this?,feel,6
ftyz6h,0,I Missed A Lot Of Things,miss,6
ftyrvg,0,I think I’m in love,think,6
ftyib1,0,"Spread the love, spread some happiness",spread,7
fty5au,0,I think I want another dog.,think,7
ftxo9z,0,Just found out I never changed at all,find,8
ftxaky,0,I don’t wash my feet when I shower.,wash,10
ftweg4,0,Please i need some advice.,need,6
ftvg9u,0,My local food truck is only serving free meals.,serve,10
ftuxsl,0,Got let go today,let,4
ftuvcp,1,My girlfriend suggested a flattop.,suggest,6
ftuv7r,0,I want to send my girlfriend a gift,want,8
ftuesa,0,Just wanna talk about life.,talk,6
ftu4u8,1,Would anyone like to vent?,like,6
ftte0g,0,My microphone arrived,arrive,3
ftt2wu,0,Anyone else feel a bit lost in life?,feel,9
ftsnvn,0,Coronavirus has ruined my relationship,ruin,5
ftsiyl,0,Feels amazing to feel AND see results,feel,7
fts64o,0,I’ve Been Having Dessert Every Night,have,7
fts2mj,0,Bake a Cake,bake,3
ftrzml,0,What's everyone been cooking?,cook,6
ftqr2f,0,"I feel like the world grieving ""normalcy""",feel,9
ftqea1,0,I waved at someone right now and got ignored 😅,wave,10
ftpsg8,0,"More than ever, educators deserve recognition.",deserve,8
ftpqz1,0,I feel like I’m going crazy,feel,7
ftppl8,0,I want to move country.,want,6
ftpikg,0,My husband baked for the first time,bake,7
ftphmd,1,Pretty much what the title says.,say,7
ftpamw,0,I am going insane from Quarantine,go,6
ftp8y7,0,How do you continue conversations?,continue,6
ftp1v3,1,I no longer feel bad leaving.,feel,7
ftoygx,0,The quarantine hasn't had any impact on my life,have,10
ftowpo,0,I underestimated COVID-19 and I regret it,underestimate,7
fto17b,0,Imagine all the bad hair in isolation right now,imagine,9
ftnzt8,0,Thanks to the lockdown I discovered I do understand math,understand,10
ftnzks,0,Childhood pleasures - Playing in a bubble bath,play,8
ftnrza,0,I made an instrumental today,make,5
ftngbe,1,Stay safe everyone,stay,3
ftmzzm,0,I love the taste of vinegar lol,love,7
ftmquq,0,Has anyone actually seen quicksand in real life?,see,9
ftlz5e,0,Looked where I shouldn’t have,look,6
ftl8mp,0,Covid 19 might make me a better person potentially,make,9
ftkhp8,0,Trying to look forward,try,4
ftkclx,0,I brush my teeth because of climate change,brush,8
ftkah3,1,I watched movies constantly.,watch,5
ftjk2e,0,Can’t sleep head full of thoughts,sleep,7
ftjgap,0,Let's play a game,let,5
ftjcw1,0,The unsung heroes during this pandemic.,heroe,7
ftiobq,0,I’m really lonely.,be,5
ftilu7,1,What slightly unusual superpower would you like?,like,8
ftigl4,0,I've been told things get better.,tell,8
ftig3v,1,I just need to talk,need,5
ftiel6,0,Daily check up on you guys,check,6
fth8bl,1,Make lemonades.,make,3
fth3z3,1,Do you sing a different song entirely?,sing,8
ftgptt,0,Found myself really missing thunderstorms today,find,6
ftgim1,0,A woman ran away from me today,run,7
ftgb4d,1,Stay home.,stay,3
ftg1b6,0,Just ran for the first time in years.,run,9
ftfwu8,1,I wish anyone likes it :),wish,6
ftfv39,0,I can't socialize.,socialize,5
ftfsgu,0,Not allowed to catch the chicken lmao,allow,7
ftflc9,0,Just eating some time,eat,4
ftfgd8,0,I just wanna tell you how I’m feeling,tell,9
ftf5gh,0,She wants to learn my job through osmosis...,want,9
ftenoc,1,i’m a big NAY on censored versions.,be,9
ftemcs,0,Suggest Me Movies from 1970s to Recent!,suggest,8
fteekl,0,Taking a day off from quarantine stress,take,7
fteeki,0,I ate a buttered Hawaiian roll.,eat,7
fte0b3,1,Go Utah Jazz!,go,4
ftdxos,1,just took a shower at the coldest setting!,take,9
ftduvt,0,I think my cat is broken,think,6
ftdsbn,0,The quarantine has made me really happy,make,7
ftdi5f,0,Feel like chatting?,feel,4
ftdg2x,0,How does the north differ from the south,differ,8
ftdf6x,0,My design may be sold.,sell,6
ftde1e,1,IF I graduate this year.,graduate,6
ftdcce,0,Ask me your questions!,ask,5
ftd1vx,0,I'm starting a new job today!,start,8
ftcuev,1,I think,think,2
ftcbqo,0,Do you know what happend to me there?,know,9
ftc2he,0,I call her a chonkasaurus rex,call,6
ftc11t,0,My cat Mia taking a power nap last week,take,9
ftbvh0,0,Here's Annie thinking her thoughts,think,6
ftbp0u,0,Anyone else waiting for job interview results?,wait,8
ftbnoi,1,Went back to school and stopped drinking entirely.,go,9
ftbjci,0,I feel pretty,feel,3
ftbhp2,0,Are dogs welcomed to?,welcome,5
ftbbad,1,Any of you guys seen this movie?,see,8
ftb2dm,0,He loves his walks,love,4
ftawq7,1,I make bath bombs in my spare time!,make,9
ftadni,0,Finally took a relaxing bath!,take,6
fta143,0,I just got a job in my field!,get,9
ft9tqb,0,I feel trapped,feel,3
ft9eqs,0,Surviving depression in quarantine.,survive,5
ft8u9w,1,I really think she wants to paint.,think,8
ft8tto,0,I think work shifts need to be reformed,think,8
ft8odb,0,Where do you wish you were?,wish,7
ft8frt,0,worked very hard on unemployment this last week,work,8
ft8ct9,0,Does this count as a cat?,count,7
ft7w2o,0,What has being in quarantine made you realize?,make,9
ft7lg8,0,Just ended a relationship :/,end,5
ft6th8,0,I can't stop getting notifications,stop,6
ft6a7g,0,Couldn’t watch 10 minutes of Tiger King,watch,8
ft5y0z,0,I just love my pet so MUCH!,love,8
ft5vxd,1,Made a weird as chess board/table.,make,9
ft5th5,1,What do your new realities look like?,look,8
ft598k,0,I’m way ahead of my financial goal!,be,9
ft4196,0,I miss my cats.,miss,5
ft3ttu,0,Sweet boy trying to take over my crocheting,try,8
ft3idm,1,Take it easy folks!,take,5
ft3axq,0,I love closed spaces.,love,5
ft2xt9,1,I hope everyone is alright today!,hope,7
ft2pty,0,dating a celebrity ?,date,4
ft2gxw,1,I’m worried about how many people have this opinion,be,10
ft2g8d,1,I feel guilty that I still have my job,feel,9
ft28x2,0,We adopted mom and daughter,adopt,5
ft1vxq,1,How do you guys deal with lousy group members.,deal,10
ft1vhq,0,Eat this,eat,2
ft1poz,0,Covid is destroying my friendships,destroy,5
ft1lps,0,Anyone else dislike watching tv/movies?,dislike,8
ft1i5t,1,Meet Fizzgig!,meet,3
ft108c,0,Can I come out of my lurker shell here?,come,10
ft0j75,0,Meet my cat Snowball!,meet,5
ft0bpk,0,What books are you reading during quarantine?,read,8
ft0702,0,"Meet my ""cat"" gracie",meet,6
ft02l2,0,What are you doing to stay positive?,do,8
fszkcq,0,I miss taking care of this little cutie,miss,8
fszhno,1,I heard I could post cat picks here today.,hear,10
fszf1a,0,You can now post pics for April 1st.,post,9
fsyz24,0,I’m loving the hobby time,love,6
fsyqat,1,Please suggest me some good movies.,suggest,7
fsylss,0,I don’t want to be called a hero.,want,10
fsxof0,0,I started a new writing project.,start,7
fswsxl,0,Today I take my first antidepressant,take,6
fswlo8,0,Feeling stuck in life,feel,4
fswh8g,0,Contemplating if I should stream my music learning journey?,contemplate,10
fsw9l3,0,Want to be a girl,want,5
fsvnry,1,feel free to add the the playlist,feel,7
fsviva,0,My mental health is taking a beating,take,7
fsvh8f,0,My mental health is taking a beatinf,take,7
fsvdgv,0,"have you met anyone ""like"" yourself?",meet,9
fsvavb,0,My ps4 controller almost caught fire.,catch,7
fsuw9g,0,I like asking random questions...,like,6
fsuttz,0,What should I sketch?,sketch,5
fsurwd,0,Anyone else experiencing self-isolation weight gain?,experience,9
fsumcr,0,Let's just talk about life,let,6
fsu73n,0,I am uncontrollably shitting after drinking a Coke Zero,shit,9
fstu48,0,Quarantine has kind of become a blessing to me,become,9
fstr2i,1,People are suffering.,suffer,4
fstpdk,0,can you put ONLY your pinky down?,put,8
fstlp8,1,Going insane being stuck in my house.,go,8
fssk4x,0,Let's share songs and make a playlist.,let,9
fss77p,1,Hows things ?,s,4
fss07i,0,"Look at that, ten years!",look,7
fsrs61,1,Has anyone watched this movie yet?,watch,7
fsrhdd,0,Anyone else been hearing sirens more often than usual?,hear,10
fsrdji,1,I love shoe cultural.,love,5
fsr8ey,0,I started doing outdoor photography!,start,6
fsr05i,0,Does holy water expire?,expire,5
fsqz4y,0,How do you feel about youtube demonitization right now?,feel,10
fsqoth,0,Just here to vent about my minor existential crisis,vent,9
fsqjtf,1,Nothing happens.,happen,3
fsq4y2,0,Almost gave myself a migraine,give,5
fsq31i,1,Makes me feel really good.,make,6
fsq2ct,0,I thought it was an April fools prank...,think,9
fspiue,0,Well I did not think about that,think,7
fsp6bf,0,It finally happened.,happen,4
fsp4wi,0,I just experienced my first earth quake.,experience,8
fsorx9,0,"Hi, I was just hoping for some positive interaction",hope,10
fsnukl,0,Why is cooking such an attractive trait to many ?,cook,10
fsnp4l,0,Getting strange things in the post,get,6
fsn53s,0,Having a *very* strong dislike for someone...,have,10
fsn0u6,1,I love video games.,love,5
fsm29q,0,Anyone else buried in homework/assignments?,bury,8
fsl2jn,0,Can you relate to not enjoying college at all?,relate,10
fskost,0,I solved a rubix cube,solve,5
fskgox,1,I kinda wish they made a comeback tbh,wish,8
fsk6xk,0,All Nintendo Switch are sold out.,sell,7
fsk2mi,0,Got accepted into university today!,accept,6
fsjm4a,0,Recently scratched someone’s car,scratch,5
fsjdco,1,Eating eggs .,eat,3
fsivq1,0,Who lives alone?,live,4
fsguba,0,I keep saying it wrong.,keep,6
fsgowb,0,I feel brave!,feel,4
fsggz0,0,My dad bought way too many chickens,buy,7
fsftjs,0,Just lost my dream job due to corona,lose,8
fsfedi,1,It's getting pretty annoying.,get,6
fsf8po,0,I stopped smoking for the first Time.,stop,8
fsed9i,0,Looking for German Speakers,look,4
fse8cc,0,Does running make anyone else’s thighs incredibly itchy?,run,10
fse5km,0,"Man, I need a haircut.",need,7
fse4p0,0,I've been given more than I can repay.,give,10
fsd8q8,0,I just want to give up on my life,want,9
fsd6sl,0,I finally get to get a blood test today,get,9
fscxrn,1,Just feeling the pinch a bit more today.,feel,9
fsctbw,0,What kind of music do you listen to?,listen,9
fsbniz,0,Anyone feel like they’re drastically losing their gains?,feel,10
fsbkph,1,I tried and tried and it didn't work.,try,10
fsbfju,0,Working From Home is Hell,work,5
fsaq0i,1,Anyone need to vent or talk about something.,need,9
fsafb6,0,I don’t know who else to talk to,know,9
fsa30a,0,I finally cleaned my room,clean,5
fs9e7l,0,I’ve met someone I like romantically.,meet,8
fs9510,0,Let’s Talk,let,3
fs8zfb,0,Anyone else losing their internal clock due to quarantine?,lose,10
fs8vmx,1,I feel so alone.,feel,5
fs8f0w,1,Talk to me please,talk,4
fs88ln,0,Prove to me that Corona / covid19 is real.,prove,10
fs85mz,0,I would like to die right now,like,7
fs7luu,0,I get to see my siblings in two days,get,9
fs76cd,0,Who likes bubblewrap?,like,4
fs742m,0,I brushed my dogs teeth,brush,5
fs6yf3,0,Working from home woes,work,4
fs6fng,0,Drowning in medical debt!,drown,5
fs6a1v,0,describe your favorite game with incredibly vague terms,describe,8
fs65f5,0,I'm looking for true friendships,look,6
fs5xoy,1,Just making sure.,make,4
fs5ryv,0,Please tell me your happy coming out stories.,tell,9
fs59qo,1,We'll see what happens tomorrow,see,6
fs56mj,0,I got promoted for the first time today.,promote,9
fs4lz3,0,I got my Boating License today.,get,7
fs4aea,0,How to bond with my roommate?,bond,7
fs48uh,0,I need motivation.,need,4
fs42lb,0,I hate social media now,hate,5
fs3ysl,0,Slowly changing quarantine habits,change,4
fs3c0t,1,My wife went with me to wash my car.,go,10
fs33bt,0,I love my best friend,love,5
fs2xzx,0,We need to have more things like cake day,need,9
fs2r3b,0,Hating life,hate,2
fs1wnb,1,I will find a job eventually!,find,7
fs13rf,0,Should I quit my job?,quit,6
fs0zas,0,My dad has finally went to therapy :),go,8
fs0aq7,0,Finding and sticking to a hobby,find,6
fs08gk,0,I shaved my eyebrows!,shave,5
fs07qg,0,I got fired and I'm so excited.,fire,9
frzmzd,0,Watch your Accounts!,watch,4
frzkau,0,People from the UK how are you guys doing?,do,10
frzih2,0,Campsite canceled my reservation.,cancel,5
frz38d,0,It’s almost like I’ve preparing for this...,prepare,10
frxt3v,0,I figured out how I'd propose to my partner,figure,10
frxqqm,0,I feel guilty for working,feel,5
frwufu,0,I just got approved for an apartment!,approve,8
frvurt,0,I broke my only pair of glasses today..,break,9
frvsh9,0,My fiancée has never licked a 9v battery.,lick,9
frvm4s,1,Anyone entertaining about?,entertain,4
frvjfp,1,Well hope to hear from someone soon.,hope,8
frv6yg,0,Do you remember King Vitamin?,remember,6
frv4e8,0,Worker doesn't let me go to buy food everyday,let,10
frv1y7,0,I can't decide what browser to use.,decide,9
fruu5i,0,I think I saw aliens last night.,think,8
frub99,1,What does your social circle look like?,look,8
fru4wi,0,i want to go outside,want,5
frttgj,0,Made arugula pesto today.,make,5
frtp6b,0,Anyone else going crazy without close contact?,go,8
frtlde,1,I love Trailer Park Boys.,love,6
frt8h7,0,My older brothercalled me today.,brothercalle,6
frt0y0,1,I just wanted to get this off my chest,want,9
frsulu,1,You could never see the stars in the sky.,see,10
frrrrl,0,Got less worried about COVID after doing some math,got,9
frr0oq,1,Stay safe everyone!,stay,4
frqyij,0,I really miss being a kid:(,miss,8
frqjqx,0,Writing to scary music,write,4
frq5qo,0,I don't know what job this is.,know,9
frppip,1,Can we talk about games,talk,5
frpe6w,0,My English teacher rounded my F up to a D,round,10
frpa1j,0,Sibling bond,sible,2
froyww,1,Let’s discuss punishment options.,let,6
frorgy,1,is things get better as I read more?,get,9
fron8k,0,"Essential Workers, how are you doing?",do,8
frodqt,0,Tell me I’m not weird.,tell,7
fro2ur,0,Guilt is eating me up for leaving the house,eat,9
frnxf8,0,What is happening in the us?,happen,7
frnfe1,1,I am losing hair at a incredible rate.,lose,9
frmt17,0,I will be doing 10 push ups per upvote!,do,10
frmgdt,0,Kicking old habits,kick,3
frlyil,0,"Hi, I need someone to talk to.",need,9
frll5l,0,Girlfriend forcing a goal upon me: A friend,force,9
frlh81,1,I can't wait to go back to normal.,wait,10
